index,Слово,Часть речи,Род,Число,Падеж,Ударение
7794,лиды,сущ,жен,мн,0,2
7795,леры,сущ,жен,мн,0,2
7796,фрэнковны,сущ,жен,мн,0,3
7797,худобы,сущ,жен,мн,0,2
7798,гениальности,сущ,жен,мн,0,5
7799,миллионерши,сущ,жен,мн,0,2
7800,гречки,сущ,жен,мн,0,3
7801,идиллии,сущ,жен,мн,0,1
7802,минимизации,сущ,жен,мн,0,2
7803,моники,сущ,жен,мн,0,2
7804,комплекции,сущ,жен,мн,0,6
7805,божественности,сущ,жен,мн,0,4
7806,страсти,сущ,жен,мн,0,4
7807,горловины,сущ,жен,мн,0,2
7808,угрозы,сущ,жен,мн,0,4
7809,верёвочки,сущ,жен,мн,0,4
7810,письменности,сущ,жен,мн,0,2
7811,парикмахерские,сущ,жен,мн,0,2
7812,твари,сущ,жен,мн,0,3
7813,невнимательности,сущ,жен,мн,0,7
7814,святославовны,сущ,жен,мн,0,3
7815,щепоти,сущ,жен,мн,0,2
7816,кожи,сущ,жен,мн,0,2
7817,бригантины,сущ,жен,мн,0,8
7818,приживаемости,сущ,жен,мн,0,3
7819,улиты,сущ,жен,мн,0,1
7820,задачки,сущ,жен,мн,0,4
7821,арбы,сущ,жен,мн,0,1
7822,содержательности,сущ,жен,мн,0,7
7823,эвтаназии,сущ,жен,мн,0,1
7824,грёзы,сущ,жен,мн,0,3
7825,литеры,сущ,жен,мн,0,2
7826,стенографистки,сущ,жен,мн,0,3
7827,канавы,сущ,жен,мн,0,4
7828,пиявки,сущ,жен,мн,0,3
7829,бойницы,сущ,жен,мн,0,2
7830,поэтичности,сущ,жен,мн,0,2
7831,пороховницы,сущ,жен,мн,0,2
7832,сеялки,сущ,жен,мн,0,2
7833,концессии,сущ,жен,мн,0,5
7834,обидчивости,сущ,жен,мн,0,1
7835,портупеи,сущ,жен,мн,0,2
7836,андревны,сущ,жен,мн,0,1
7837,графики,сущ,жен,мн,0,3
7838,чересполосицы,сущ,жен,мн,0,2
7839,партнёрши,сущ,жен,мн,0,2
7840,тросточки,сущ,жен,мн,0,3
7841,линейки,сущ,жен,мн,0,4
7842,хмари,сущ,жен,мн,0,3
7843,навески,сущ,жен,мн,0,4
7844,вербовки,сущ,жен,мн,0,5
7845,мегеры,сущ,жен,мн,0,2
7846,свалки,сущ,жен,мн,0,3
7847,лады,сущ,жен,мн,0,4
7848,регрессии,сущ,жен,мн,0,5
7849,двуокиси,сущ,жен,мн,0,3
7850,пилюли,сущ,жен,мн,0,4
7851,поросли,сущ,жен,мн,0,2
7852,невоспитанности,сущ,жен,мн,0,7
7853,козявки,сущ,жен,мн,0,4
7854,магмы,сущ,жен,мн,0,2
7855,четверти,сущ,жен,мн,0,2
7856,радиопередачи,сущ,жен,мн,0,2
7857,оснастки,сущ,жен,мн,0,1
7858,уродины,сущ,жен,мн,0,1
7859,яхты,сущ,жен,мн,0,1
7860,калоши,сущ,жен,мн,0,4
7861,волны,сущ,жен,мн,0,2
7862,перегруженности,сущ,жен,мн,0,7
7863,марлен,сущ,жен,мн,0,2
7864,мастерицы,сущ,жен,мн,0,7
7865,томасовны,сущ,жен,мн,0,2
7866,назойливости,сущ,жен,мн,0,4
7867,ефимовны,сущ,жен,мн,0,1
7868,нейтральности,сущ,жен,мн,0,2
7869,требы,сущ,жен,мн,0,3
7870,оптимистки,сущ,жен,мн,0,6
7871,точности,сущ,жен,мн,0,2
7872,телефонистки,сущ,жен,мн,0,8
7873,подавленности,сущ,жен,мн,0,2
7874,релаксации,сущ,жен,мн,0,7
7875,вольности,сущ,жен,мн,0,2
7876,читки,сущ,жен,мн,0,2
7877,институтки,сущ,жен,мн,0,1
7878,несвободы,сущ,жен,мн,0,7
7879,вергилиевны,сущ,жен,мн,0,2
7880,сироты,сущ,жен,мн,0,4
7881,обратимости,сущ,жен,мн,0,6
7882,кошёвки,сущ,жен,мн,0,2
7883,педологии,сущ,жен,мн,0,6
7884,фредовны,сущ,жен,мн,0,3
7885,пионерки,сущ,жен,мн,0,5
7886,нутрии,сущ,жен,мн,0,2
7887,варвары,сущ,жен,мн,0,2
7888,стенгазеты,сущ,жен,мн,0,8
7889,пионерии,сущ,жен,мн,0,5
7890,дранки,сущ,жен,мн,0,3
7891,логистики,сущ,жен,мн,0,4
7892,бесцеремонности,сущ,жен,мн,0,9
7893,выплавки,сущ,жен,мн,0,2
7894,обороны,сущ,жен,мн,0,5
7895,галеты,сущ,жен,мн,0,4
7896,книжки,сущ,жен,мн,0,3
7897,экзистенции,сущ,жен,мн,0,1
7898,демократизации,сущ,жен,мн,0,11
7899,домработницы,сущ,жен,мн,0,2
7900,прогалины,сущ,жен,мн,0,5
7901,балды,сущ,жен,мн,0,5
7902,бытовухи,сущ,жен,мн,0,2
7903,сексологии,сущ,жен,мн,0,7
7904,компоновки,сущ,жен,мн,0,7
7905,эрекции,сущ,жен,мн,0,1
7906,громадины,сущ,жен,мн,0,5
7907,загадки,сущ,жен,мн,0,4
7908,лжи,сущ,жен,мн,0,3
7909,бляхи,сущ,жен,мн,0,3
7910,подозрительности,сущ,жен,мн,0,7
7911,обездоленности,сущ,жен,мн,0,1
7912,неправильности,сущ,жен,мн,0,5
7913,задушевности,сущ,жен,мн,0,6
7914,окиси,сущ,жен,мн,0,1
7915,чуткости,сущ,жен,мн,0,2
7916,зинаиды,сущ,жен,мн,0,2
7917,телепатии,сущ,жен,мн,0,6
7918,слойки,сущ,жен,мн,0,3
7919,визы,сущ,жен,мн,0,2
7920,кильки,сущ,жен,мн,0,6
7921,трущобы,сущ,жен,мн,0,5
7922,онтологии,сущ,жен,мн,0,6
7923,обкатки,сущ,жен,мн,0,1
7924,потери,сущ,жен,мн,0,4
7925,инфраструктуры,сущ,жен,мн,0,12
7926,лужицы,сущ,жен,мн,0,2
7927,этнологии,сущ,жен,мн,0,1
7928,команды,сущ,жен,мн,0,4
7929,вероники,сущ,жен,мн,0,6
7930,рутины,сущ,жен,мн,0,4
7931,петиции,сущ,жен,мн,0,4
7932,чёлки,сущ,жен,мн,0,2
7933,тягости,сущ,жен,мн,0,2
7934,фамильярности,сущ,жен,мн,0,7
7935,турпоездки,сущ,жен,мн,0,2
7936,баланды,сущ,жен,мн,0,4
7937,неопытности,сущ,жен,мн,0,3
7938,текилы,сущ,жен,мн,0,2
7939,дискуссии,сущ,жен,мн,0,5
7940,порубки,сущ,жен,мн,0,4
7941,приятельницы,сущ,жен,мн,0,4
7942,ходули,сущ,жен,мн,0,4
7943,перверсии,сущ,жен,мн,0,5
7944,обязательности,сущ,жен,мн,0,1
7945,санации,сущ,жен,мн,0,2
7946,скрипачки,сущ,жен,мн,0,6
7947,клеточки,сущ,жен,мн,0,3
7948,скрытности,сущ,жен,мн,0,4
7949,мамани,сущ,жен,мн,0,2
7950,дискредитации,сущ,жен,мн,0,10
7951,попоны,сущ,жен,мн,0,4
7952,кастаньеты,сущ,жен,мн,0,8
7953,жимолости,сущ,жен,мн,0,2
7954,церемонии,сущ,жен,мн,0,6
7955,милитаризации,сущ,жен,мн,0,10
7956,жилочки,сущ,жен,мн,0,2
7957,бабуси,сущ,жен,мн,0,4
7958,кожанки,сущ,жен,мн,0,2
7959,манишки,сущ,жен,мн,0,4
7960,короткометражки,сущ,жен,мн,0,2
7961,племянницы,сущ,жен,мн,0,5
7962,порки,сущ,жен,мн,0,2
7963,шкатулки,сущ,жен,мн,0,5
7964,лолиты,сущ,жен,мн,0,4
7965,операции,сущ,жен,мн,0,5
7966,видеозаписи,сущ,жен,мн,0,7
7967,подливы,сущ,жен,мн,0,5
7968,казарки,сущ,жен,мн,0,2
7969,ондатры,сущ,жен,мн,0,4
7970,какофонии,сущ,жен,мн,0,6
7971,разведки,сущ,жен,мн,0,5
7972,апелляции,сущ,жен,мн,0,6
7973,практичности,сущ,жен,мн,0,6
7974,фаты,сущ,жен,мн,0,2
7975,самоизоляции,сущ,жен,мн,0,9
7976,незыблемости,сущ,жен,мн,0,4
7977,букли,сущ,жен,мн,0,2
7978,чеченки,сущ,жен,мн,0,4
7979,цели,сущ,жен,мн,0,2
7980,сторожихи,сущ,жен,мн,0,7
7981,шубы,сущ,жен,мн,0,2
7982,лютни,сущ,жен,мн,0,2
7983,нетрудоспособности,сущ,жен,мн,0,12
7984,тёлочки,сущ,жен,мн,0,2
7985,карины,сущ,жен,мн,0,2
7986,закономерности,сущ,жен,мн,0,8
7987,рассудочности,сущ,жен,мн,0,5
7988,рестриктазы,сущ,жен,мн,0,2
7989,идеологемы,сущ,жен,мн,0,1
7990,загрузки,сущ,жен,мн,0,5
7991,генриевны,сущ,жен,мн,0,2
7992,синхронизации,сущ,жен,мн,0,10
7993,конторки,сущ,жен,мн,0,5
7994,космогонии,сущ,жен,мн,0,7
7995,символики,сущ,жен,мн,0,5
7996,обложки,сущ,жен,мн,0,4
7997,авантюристки,сущ,жен,мн,0,8
7998,кинематографии,сущ,жен,мн,0,11
7999,калинки,сущ,жен,мн,0,2
8000,лейки,сущ,жен,мн,0,2
8001,цедры,сущ,жен,мн,0,2
8002,западни,сущ,жен,мн,0,7
8003,духовности,сущ,жен,мн,0,4
8004,амортизации,сущ,жен,мн,0,8
8005,бережливости,сущ,жен,мн,0,7
8006,демократии,сущ,жен,мн,0,7
8007,праздничности,сущ,жен,мн,0,3
8008,немки,сущ,жен,мн,0,2
8009,смётки,сущ,жен,мн,0,3
8010,вазочки,сущ,жен,мн,0,2
8011,марфы,сущ,жен,мн,0,2
8012,ликвидации,сущ,жен,мн,0,7
8013,рогатки,сущ,жен,мн,0,4
8014,таксы,сущ,жен,мн,0,2
8015,артподготовки,сущ,жен,мн,0,1
8016,анисовны,сущ,жен,мн,0,1
8017,критичности,сущ,жен,мн,0,5
8018,безделицы,сущ,жен,мн,0,5
8019,периодики,сущ,жен,мн,0,2
8020,профессионалки,сущ,жен,мн,0,11
8021,булавки,сущ,жен,мн,0,4
8022,синьоры,сущ,жен,мн,0,5
8023,плоскости,сущ,жен,мн,0,3
8024,краги,сущ,жен,мн,0,3
8025,аленовны,сущ,жен,мн,0,1
8026,односторонности,сущ,жен,мн,0,9
8027,синекуры,сущ,жен,мн,0,6
8028,вахтёрши,сущ,жен,мн,0,2
8029,обособленности,сущ,жен,мн,0,5
8030,решки,сущ,жен,мн,0,2
8031,зорьки,сущ,жен,мн,0,2
8032,кутикулы,сущ,жен,мн,0,2
8033,лаванды,сущ,жен,мн,0,4
8034,никодимовны,сущ,жен,мн,0,2
8035,гегемонии,сущ,жен,мн,0,6
8036,прописи,сущ,жен,мн,0,3
8037,десницы,сущ,жен,мн,0,2
8038,танцовщицы,сущ,жен,мн,0,5
8039,пропорции,сущ,жен,мн,0,5
8040,психеи,сущ,жен,мн,0,5
8041,няни,сущ,жен,мн,0,2
8042,наглости,сущ,жен,мн,0,2
8043,абрамовны,сущ,жен,мн,0,1
8044,легковушки,сущ,жен,мн,0,7
8045,рессоры,сущ,жен,мн,0,5
8046,обочины,сущ,жен,мн,0,3
8047,удачливости,сущ,жен,мн,0,3
8048,кинозвёзды,сущ,жен,мн,0,2
8049,лепёшки,сущ,жен,мн,0,2
8050,леовны,сущ,жен,мн,0,2
8051,субсидии,сущ,жен,мн,0,5
8052,эмки,сущ,жен,мн,0,1
8053,кашки,сущ,жен,мн,0,2
8054,самоокупаемости,сущ,жен,мн,0,9
8055,завалинки,сущ,жен,мн,0,2
8056,мачехи,сущ,жен,мн,0,2
8057,речки,сущ,жен,мн,0,2
8058,фотокарточки,сущ,жен,мн,0,2
8059,трагедии,сущ,жен,мн,0,5
8060,свекрови,сущ,жен,мн,0,6
8061,злобности,сущ,жен,мн,0,3
8062,ваксы,сущ,жен,мн,0,2
8063,катрин,сущ,жен,мн,0,2
8064,горячности,сущ,жен,мн,0,4
8065,чувственности,сущ,жен,мн,0,2
8066,испорченности,сущ,жен,мн,0,4
8067,соковыжималки,сущ,жен,мн,0,2
8068,метеорологии,сущ,жен,мн,0,9
8069,геологии,сущ,жен,мн,0,5
8070,минералогии,сущ,жен,мн,0,2
8071,театральности,сущ,жен,мн,0,6
8072,макушки,сущ,жен,мн,0,4
8073,спиреи,сущ,жен,мн,0,3
0,демонтаж,сущ,муж,ед,0,7
1,провинциализм,сущ,муж,ед,0,11
2,брусок,сущ,муж,ед,0,5
3,водник,сущ,муж,ед,0,2
4,соплеменник,сущ,муж,ед,0,7
5,прыгун,сущ,муж,ед,0,5
6,самосев,сущ,муж,ед,0,2
7,террариум,сущ,муж,ед,0,5
8,дезертир,сущ,муж,ед,0,7
9,паршивец,сущ,муж,ед,0,5
10,спин,сущ,муж,ед,0,3
11,священнослужитель,сущ,муж,ед,0,13
12,гон,сущ,муж,ед,0,2
13,кап,сущ,муж,ед,0,2
14,циклон,сущ,муж,ед,0,2
15,пупс,сущ,муж,ед,0,2
16,сартр,сущ,муж,ед,0,2
17,крысёнок,сущ,муж,ед,0,5
18,идеолог,сущ,муж,ед,0,4
19,окулист,сущ,муж,ед,0,5
20,вор,сущ,муж,ед,0,2
21,альков,сущ,муж,ед,0,5
22,овен,сущ,муж,ед,0,1
23,штамм,сущ,муж,ед,0,3
24,дружинник,сущ,муж,ед,0,5
25,клинтон,сущ,муж,ед,0,3
26,гран,сущ,муж,ед,0,3
27,миманс,сущ,муж,ед,0,4
28,стерлинг,сущ,муж,ед,0,3
29,оппозиционер,сущ,муж,ед,0,11
30,кабинетик,сущ,муж,ед,0,6
31,мусс,сущ,муж,ед,0,2
32,клюев,сущ,муж,ед,0,3
33,охват,сущ,муж,ед,0,4
34,трафарет,сущ,муж,ед,0,7
35,спирин,сущ,муж,ед,0,3
36,колхоз,сущ,муж,ед,0,5
37,ярлычок,сущ,муж,ед,0,6
38,морок,сущ,муж,ед,0,2
39,ребёнок,сущ,муж,ед,0,4
40,рузвельт,сущ,муж,ед,0,2
41,нейтрализатор,сущ,муж,ед,0,10
42,гальюн,сущ,муж,ед,0,5
43,рецензент,сущ,муж,ед,0,7
44,чурбак,сущ,муж,ед,0,5
45,залп,сущ,муж,ед,0,2
46,андре,сущ,муж,ед,0,1
47,осло,сущ,муж,ед,0,1
48,виталиевич,сущ,муж,ед,0,2
49,штамп,сущ,муж,ед,0,3
50,некрополь,сущ,муж,ед,0,5
51,вокалист,сущ,муж,ед,0,6
52,раз,сущ,муж,ед,0,2
53,мистификатор,сущ,муж,ед,0,9
54,зверинец,сущ,муж,ед,0,5
55,цинк,сущ,муж,ед,0,2
56,канделябр,сущ,муж,ед,0,7
57,баттерфляй,сущ,муж,ед,0,9
58,пакер,сущ,муж,ед,0,2
59,баран,сущ,муж,ед,0,4
60,гулливер,сущ,муж,ед,0,7
61,серп,сущ,муж,ед,0,2
62,артёмович,сущ,муж,ед,0,4
63,подозреваемый,сущ,муж,ед,0,9
64,спидометр,сущ,муж,ед,0,5
65,подражатель,сущ,муж,ед,0,7
66,криминалист,сущ,муж,ед,0,9
67,грех,сущ,муж,ед,0,3
68,космополит,сущ,муж,ед,0,2
69,зис,сущ,муж,ед,0,2
70,насильник,сущ,муж,ед,0,2
71,технократ,сущ,муж,ед,0,8
72,резервист,сущ,муж,ед,0,2
73,носок,сущ,муж,ед,0,4
74,герберт,сущ,муж,ед,0,2
75,пиетет,сущ,муж,ед,0,2
76,солярий,сущ,муж,ед,0,4
77,плащик,сущ,муж,ед,0,3
78,мораторий,сущ,муж,ед,0,6
79,новокаин,сущ,муж,ед,0,7
80,пресс-атташе,сущ,муж,ед,0,12
81,пончик,сущ,муж,ед,0,2
82,иней,сущ,муж,ед,0,1
83,присест,сущ,муж,ед,0,5
84,крым,сущ,муж,ед,0,3
85,лаборант,сущ,муж,ед,0,6
86,пионервожатый,сущ,муж,ед,0,10
87,акциз,сущ,муж,ед,0,4
88,поселенец,сущ,муж,ед,0,6
89,рем,сущ,муж,ед,0,2
90,штерн,сущ,муж,ед,0,3
91,филимонов,сущ,муж,ед,0,2
92,гетман,сущ,муж,ед,0,2
93,импровизатор,сущ,муж,ед,0,9
94,идеал,сущ,муж,ед,0,4
95,видеоклип,сущ,муж,ед,0,8
96,дым,сущ,муж,ед,0,2
97,щегол,сущ,муж,ед,0,4
98,гидроусилитель,сущ,муж,ед,0,10
99,стоун,сущ,муж,ед,0,3
100,торт,сущ,муж,ед,0,2
101,ватикан,сущ,муж,ед,0,6
102,антибиотик,сущ,муж,ед,0,7
103,зипун,сущ,муж,ед,0,4
104,период,сущ,муж,ед,0,4
105,гопак,сущ,муж,ед,0,4
106,киевлянин,сущ,муж,ед,0,6
107,жбан,сущ,муж,ед,0,3
108,лис,сущ,муж,ед,0,2
109,аир,сущ,муж,ед,0,2
110,помёт,сущ,муж,ед,0,4
111,слабак,сущ,муж,ед,0,5
112,планер,сущ,муж,ед,0,3
113,медикамент,сущ,муж,ед,0,8
114,анахронизм,сущ,муж,ед,0,8
115,декоратор,сущ,муж,ед,0,6
116,сморчок,сущ,муж,ед,0,6
117,откуп,сущ,муж,ед,0,1
118,грубиян,сущ,муж,ед,0,6
119,ценитель,сущ,муж,ед,0,4
120,призывник,сущ,муж,ед,0,8
121,металлист,сущ,муж,ед,0,2
122,терентьев,сущ,муж,ед,0,2
123,маркёр,сущ,муж,ед,0,5
124,гудок,сущ,муж,ед,0,4
125,сополимер,сущ,муж,ед,0,2
126,лувр,сущ,муж,ед,0,2
127,чесноков,сущ,муж,ед,0,7
128,эпилог,сущ,муж,ед,0,5
129,янычар,сущ,муж,ед,0,5
130,каменев,сущ,муж,ед,0,2
131,вятич,сущ,муж,ед,0,2
132,смешок,сущ,муж,ед,0,5
133,исток,сущ,муж,ед,0,4
134,парафраз,сущ,муж,ед,0,7
135,передовик,сущ,муж,ед,0,8
136,улус,сущ,муж,ед,0,3
137,назарбаев,сущ,муж,ед,0,2
138,слив,сущ,муж,ед,0,3
139,дракон,сущ,муж,ед,0,5
140,финиш,сущ,муж,ед,0,2
141,горняк,сущ,муж,ед,0,5
142,наум,сущ,муж,ед,0,3
143,кинорежиссёр,сущ,муж,ед,0,11
144,федя,сущ,муж,ед,0,2
145,студень,сущ,муж,ед,0,3
146,абсурд,сущ,муж,ед,0,4
147,глагол,сущ,муж,ед,0,5
148,яков,сущ,муж,ед,0,1
149,зоотехник,сущ,муж,ед,0,5
150,прислужник,сущ,муж,ед,0,6
151,уезд,сущ,муж,ед,0,2
152,ральфович,сущ,муж,ед,0,2
153,уровень,сущ,муж,ед,0,1
154,ссср,сущ,муж,ед,0,-1
155,табак,сущ,муж,ед,0,4
156,гонитель,сущ,муж,ед,0,4
157,орион,сущ,муж,ед,0,4
158,брежнев,сущ,муж,ед,0,3
159,электромотор,сущ,муж,ед,0,11
160,шерлокович,сущ,муж,ед,0,2
161,хаттаб,сущ,муж,ед,0,2
162,экскаватор,сущ,муж,ед,0,7
163,антагонист,сущ,муж,ед,0,8
164,чемпионат,сущ,муж,ед,0,8
165,компенсатор,сущ,муж,ед,0,8
166,галл,сущ,муж,ед,0,2
167,верховой,сущ,муж,ед,0,7
168,киев,сущ,муж,ед,0,2
169,ортодокс,сущ,муж,ед,0,6
170,подрыв,сущ,муж,ед,0,5
171,фотолюбитель,сущ,муж,ед,0,2
172,амстердам,сущ,муж,ед,0,8
173,каннибал,сущ,муж,ед,0,2
174,купон,сущ,муж,ед,0,4
175,двухтомник,сущ,муж,ед,0,6
176,трамплин,сущ,муж,ед,0,7
177,кафетерий,сущ,муж,ед,0,4
178,молоток,сущ,муж,ед,0,6
179,фрукт,сущ,муж,ед,0,3
180,недостаток,сущ,муж,ед,0,7
181,шлакоблок,сущ,муж,ед,0,8
182,феникс,сущ,муж,ед,0,2
183,донецк,сущ,муж,ед,0,4
184,парижанин,сущ,муж,ед,0,2
185,прибор,сущ,муж,ед,0,5
186,рекламщик,сущ,муж,ед,0,2
187,бюстгальтер,сущ,муж,ед,0,6
188,бриллиант,сущ,муж,ед,0,7
189,лавр,сущ,муж,ед,0,2
190,сумбур,сущ,муж,ед,0,5
191,алексий,сущ,муж,ед,0,1
192,квадрат,сущ,муж,ед,0,6
193,лабаз,сущ,муж,ед,0,4
194,динович,сущ,муж,ед,0,2
195,фольклор,сущ,муж,ед,0,7
196,трансформатор,сущ,муж,ед,0,10
197,менталитет,сущ,муж,ед,0,9
198,произвол,сущ,муж,ед,0,7
199,керенский,сущ,муж,ед,0,2
200,парамонов,сущ,муж,ед,0,2
201,строй,сущ,муж,ед,0,4
202,форс-мажор,сущ,муж,ед,0,9
203,бензовоз,сущ,муж,ед,0,7
204,сероводород,сущ,муж,ед,0,10
205,крематорий,сущ,муж,ед,0,7
206,фантик,сущ,муж,ед,0,2
207,потрошитель,сущ,муж,ед,0,7
208,коктебель,сущ,муж,ед,0,7
209,масон,сущ,муж,ед,0,4
210,вестибюль,сущ,муж,ед,0,7
211,михаилович,сущ,муж,ед,0,2
212,изразец,сущ,муж,ед,0,6
213,интроверт,сущ,муж,ед,0,7
214,привод,сущ,муж,ед,0,5
215,шезлонг,сущ,муж,ед,0,5
216,палестинец,сущ,муж,ед,0,7
217,соблазн,сущ,муж,ед,0,5
218,ростов-на-дону,сущ,муж,ед,0,
219,кузнец,сущ,муж,ед,0,5
220,придурок,сущ,муж,ед,0,5
221,формалин,сущ,муж,ед,0,7
222,сдвиг,сущ,муж,ед,0,4
223,отщепенец,сущ,муж,ед,0,6
224,потребитель,сущ,муж,ед,0,7
225,протуберанец,сущ,муж,ед,0,9
226,агропромбанк,сущ,муж,ед,0,1
227,плац,сущ,муж,ед,0,3
228,дизайнер,сущ,муж,ед,0,4
229,стаканчик,сущ,муж,ед,0,5
230,стрингер,сущ,муж,ед,0,4
231,смоленск,сущ,муж,ед,0,5
232,рундук,сущ,муж,ед,0,5
233,метаязык,сущ,муж,ед,0,2
234,силикагель,сущ,муж,ед,0,8
235,платонов,сущ,муж,ед,0,5
236,фальшборт,сущ,муж,ед,0,2
237,обед,сущ,муж,ед,0,3
238,связник,сущ,муж,ед,0,6
239,суздаль,сущ,муж,ед,0,2
240,сперанский,сущ,муж,ед,0,3
241,бочаров,сущ,муж,ед,0,2
242,эстрагон,сущ,муж,ед,0,1
243,злотый,сущ,муж,ед,0,3
244,хорват,сущ,муж,ед,0,5
245,лексикон,сущ,муж,ед,0,7
246,мим,сущ,муж,ед,0,2
247,авиатор,сущ,муж,ед,0,4
248,каннибализм,сущ,муж,ед,0,9
249,ага,сущ,муж,ед,0,3
250,махаон,сущ,муж,ед,0,5
251,картер,сущ,муж,ед,0,2
252,декан,сущ,муж,ед,0,4
253,самарянин,сущ,муж,ед,0,2
254,крюшон,сущ,муж,ед,0,5
255,синодик,сущ,муж,ед,0,4
256,молчун,сущ,муж,ед,0,5
257,петя,сущ,муж,ед,0,2
258,сергеич,сущ,муж,ед,0,2
259,чашелистик,сущ,муж,ед,0,2
260,мосток,сущ,муж,ед,0,5
261,окатыш,сущ,муж,ед,0,3
262,приборчик,сущ,муж,ед,0,5
263,антисоветчик,сущ,муж,ед,0,8
264,крепдешин,сущ,муж,ед,0,8
265,вавилов,сущ,муж,ед,0,4
266,железнодорожник,сущ,муж,ед,0,11
267,огородник,сущ,муж,ед,0,5
268,подберёзовик,сущ,муж,ед,0,7
269,люмпен,сущ,муж,ед,0,2
270,прогрев,сущ,муж,ед,0,6
271,гроссмейстер,сущ,муж,ед,0,3
272,петерович,сущ,муж,ед,0,2
273,тумак,сущ,муж,ед,0,4
274,скотник,сущ,муж,ед,0,3
275,пим,сущ,муж,ед,0,2
276,пастушок,сущ,муж,ед,0,7
277,пацанёнок,сущ,муж,ед,0,2
278,жетончик,сущ,муж,ед,0,4
279,ниобий,сущ,муж,ед,0,2
280,тайфун,сущ,муж,ед,0,5
281,методист,сущ,муж,ед,0,6
282,холл,сущ,муж,ед,0,2
283,судмедэксперт,сущ,муж,ед,0,11
284,вульф,сущ,муж,ед,0,2
285,платан,сущ,муж,ед,0,3
286,вассал,сущ,муж,ед,0,5
287,прессинг,сущ,муж,ед,0,3
288,лучик,сущ,муж,ед,0,2
289,модус,сущ,муж,ед,0,2
290,кувырок,сущ,муж,ед,0,6
291,пульсар,сущ,муж,ед,0,6
292,мёд,сущ,муж,ед,0,2
293,филаретович,сущ,муж,ед,0,2
294,норов,сущ,муж,ед,0,2
295,штепсель,сущ,муж,ед,0,3
296,гербарий,сущ,муж,ед,0,5
297,восьмиклассник,сущ,муж,ед,0,9
298,закат,сущ,муж,ед,0,4
299,опросник,сущ,муж,ед,0,4
300,лас-вегас,сущ,муж,ед,0,
301,фадеев,сущ,муж,ед,0,4
302,старикашка,сущ,муж,ед,0,7
303,сговор,сущ,муж,ед,0,3
304,гейм,сущ,муж,ед,0,2
305,кофр,сущ,муж,ед,0,2
306,карпович,сущ,муж,ед,0,2
307,инжир,сущ,муж,ед,0,4
308,кг,сущ,муж,ед,0,-1
309,исаев,сущ,муж,ед,0,1
310,энтомолог,сущ,муж,ед,0,6
311,аксессуар,сущ,муж,ед,0,8
312,лимит,сущ,муж,ед,0,4
313,ворох,сущ,муж,ед,0,2
314,ролланович,сущ,муж,ед,0,2
315,плюс,сущ,муж,ед,0,3
316,чертёжник,сущ,муж,ед,0,5
317,эвен,сущ,муж,ед,0,3
318,вред,сущ,муж,ед,0,3
319,сальник,сущ,муж,ед,0,2
320,матрац,сущ,муж,ед,0,5
321,бифштекс,сущ,муж,ед,0,6
322,политикан,сущ,муж,ед,0,8
323,прохвост,сущ,муж,ед,0,3
324,пролеткульт,сущ,муж,ед,0,8
325,бетховен,сущ,муж,ед,0,5
326,раж,сущ,муж,ед,0,2
327,тропик,сущ,муж,ед,0,3
328,леонардо,сущ,муж,ед,0,5
329,занос,сущ,муж,ед,0,4
330,прагматизм,сущ,муж,ед,0,3
331,пустынник,сущ,муж,ед,0,5
332,монополь,сущ,муж,ед,0,2
333,кораблик,сущ,муж,ед,0,4
334,сафронов,сущ,муж,ед,0,5
335,краснодеревщик,сущ,муж,ед,0,10
336,люфт,сущ,муж,ед,0,2
337,однофамилец,сущ,муж,ед,0,8
338,полушалок,сущ,муж,ед,0,6
339,зигзаг,сущ,муж,ед,0,5
340,генподрядчик,сущ,муж,ед,0,2
341,пейджер,сущ,муж,ед,0,2
342,медок,сущ,муж,ед,0,4
343,автопроизводитель,сущ,муж,ед,0,13
344,аттестат,сущ,муж,ед,0,7
345,провоз,сущ,муж,ед,0,3
346,якобсон,сущ,муж,ед,0,1
347,раздор,сущ,муж,ед,0,5
348,крахмал,сущ,муж,ед,0,6
349,психотерапевт,сущ,муж,ед,0,11
350,урод,сущ,муж,ед,0,3
351,ельник,сущ,муж,ед,0,1
352,плов,сущ,муж,ед,0,3
353,фактор,сущ,муж,ед,0,2
354,никольский,сущ,муж,ед,0,4
355,ломоть,сущ,муж,ед,0,2
356,кортеж,сущ,муж,ед,0,5
357,тележурналист,сущ,муж,ед,0,11
358,обычай,сущ,муж,ед,0,3
359,перелом,сущ,муж,ед,0,6
360,невод,сущ,муж,ед,0,2
361,сток,сущ,муж,ед,0,3
362,фенотип,сущ,муж,ед,0,6
363,полицейский,сущ,муж,ед,0,6
364,онколог,сущ,муж,ед,0,4
365,олеша,сущ,муж,ед,0,1
366,треугольничек,сущ,муж,ед,0,6
367,андерсон,сущ,муж,ед,0,1
368,хома,сущ,муж,ед,0,2
369,лафет,сущ,муж,ед,0,4
370,тембр,сущ,муж,ед,0,2
371,бабай,сущ,муж,ед,0,4
372,вгик,сущ,муж,ед,0,3
373,льдогенератор,сущ,муж,ед,0,10
374,бериллий,сущ,муж,ед,0,4
375,паяц,сущ,муж,ед,0,3
376,ставрополь,сущ,муж,ед,0,3
377,лесков,сущ,муж,ед,0,5
378,барсуков,сущ,муж,ед,0,7
379,тренажёр,сущ,муж,ед,0,3
